p,ct,sa,gl_sf_mask,ml_sf_mask
633,7.144448285106395,34.9583578399478,True,True
634,7.121356339627518,34.95677982253318,True,True
635,7.111034796742203,34.956478645126765,True,True
636,7.094030592501924,34.956061197706816,True,True
637,7.071114017732684,34.951795387263765,True,True
638,7.063395305329571,34.951795387263765,True,True
639,7.062423192374279,34.951781721805375,True,True
640,7.057295598886855,34.950678340299426,True,True
641,7.033019101412281,34.94712345355383,True,True
642,6.99176622427618,34.944299540070894,True,True
643,6.99176622427618,34.944299540070894,True,True
644,6.989692406925102,34.944299540070894,True,True
645,6.979902179054756,34.944299540070894,True,True
646,6.979120807056121,34.944299540070894,True,True
647,6.967192771673131,34.94169052758754,True,True
648,6.948265589029653,34.93994547188859,True,True
649,6.928828471935028,34.937533649835224,True,True
650,6.921236167595507,34.937412501156295,True,True
651,6.912531397643261,34.936722828259335,True,True
652,6.908926055506095,34.93618164131453,True,True
653,6.903225722184408,34.93480438344059,True,True
654,6.894483372105214,34.93357052251152,True,True
655,6.891253705764028,34.93332430241016,True,True
656,6.8863011359876936,34.93319178674674,True,True
657,6.878177158375088,34.93277139688131,True,True
658,6.877760875632186,34.93277139688131,True,True
659,6.872851132385663,34.93163202001715,True,True
660,6.842254829618588,34.93163202001715,True,True
661,6.777427711367613,34.918929345038045,True,True
662,6.772714312483814,34.91613545823125,True,True
663,6.760682325478485,34.91613545823125,True,True
664,6.74561777645563,34.91849287010464,True,True
665,6.74561777645563,34.91849287010464,True,True
666,6.74561777645563,34.91847598398783,True,True
667,6.74561777645563,34.91847598398783,True,True
668,6.74561777645563,34.918144429060725,True,True
669,6.737905348557398,34.916846191136834,True,True
670,6.71750017043556,34.914372912382525,True,True
671,6.71750017043556,34.914372912382525,True,True
672,6.715151299730626,34.914372912382525,True,True
673,6.713922384712898,34.91720608064415,True,True
674,6.713599002163685,34.91720608064415,True,True
675,6.7077502750293885,34.91720608064415,True,True
676,6.69280768272361,34.9161285337896,True,True
677,6.677540455946994,34.913169340712905,True,True
678,6.668520864203554,34.91290857862869,True,True
679,6.649658814871739,34.91230930401488,True,True
680,6.644819809143302,34.911745720756926,True,True
681,6.639925825525938,34.91139369648462,True,True
682,6.635692572975094,34.91079822683318,True,True
683,6.632443617651607,34.910267069586475,True,True
684,6.629577061426921,34.90924485360845,True,True
685,6.625959610725717,34.90924485360845,True,True
686,6.625959610725717,34.90924485360845,True,True
687,6.625959610725717,34.91109963464902,True,True
688,6.654849494857297,34.91801903599283,True,True
689,6.654849494857297,34.919017677608174,True,True
690,6.654849494857297,34.919017677608174,True,True
691,6.654580980917724,34.919017677608174,True,True
692,6.617172306435872,34.91511036151287,True,True
693,6.597927757655,34.91135780309382,True,True
694,6.562340859392208,34.9081922824097,True,True
695,6.54725057338228,34.908052603054095,True,True
696,6.54725057338228,34.908052603054095,True,True
697,6.54725057338228,34.9081922824097,True,True
698,6.54516735351665,34.908633797718124,True,True
699,6.530594749933842,34.908633797718124,True,True
700,6.52911037964344,34.90873994946686,True,True
701,6.52232491573644,34.908633797718124,True,True
702,6.517978971258254,34.906615299430584,True,True
703,6.503749184776103,34.90613340842199,True,True
704,6.494812021137441,34.90592856573449,True,True
705,6.485710346416976,34.90590923873357,True,True
706,6.475111915805266,34.90382644030173,True,True
707,6.467623682574535,34.902688024282384,True,True
708,6.457552039581962,34.90216636795269,True,True
709,6.441577710247941,34.90003100363054,True,True
710,6.432604292990126,34.89860928321394,True,True
711,6.427253581331053,34.89857258059966,True,True
712,6.424887260831968,34.89842960272782,True,True
713,6.421267680318072,34.89841497330866,True,True
714,6.421267680318072,34.89841497330866,True,True
715,6.419311187449888,34.89857258059966,True,True
716,6.416571084175176,34.897942111685495,True,True
717,6.416571084175176,34.897942111685495,True,True
718,6.40578575818843,34.897942111685495,True,True
719,6.389918769388903,34.8950618081754,True,True
720,6.359223949394504,34.89322153961313,True,True
721,6.358945076107122,34.89271379585053,True,True
722,6.357321957126809,34.89215476409376,True,True
723,6.351748768442604,34.89193554175061,True,True
724,6.34762781634738,34.89193554175061,True,True
725,6.342636848832699,34.89146822580159,True,True
726,6.321018015044092,34.88733170921431,True,True
727,6.309504234135074,34.88534473675264,True,True
728,6.275655133832496,34.88370603592469,True,True
729,6.240650334323908,34.87621581715362,True,True
730,6.227098962414044,34.87621581715362,True,True
731,6.222185856986576,34.87596813446066,True,True
732,6.217517092537635,34.875867284099186,True,True
733,6.211755061092317,34.87567658690759,True,True
734,6.196811685539654,34.87296456901126,True,True
735,6.192724524552223,34.87163640993372,True,True
736,6.184949841403911,34.86994577422188,True,True
737,6.168514174463261,34.86878922934729,True,True
738,6.165196473610049,34.868535682002175,True,True
739,6.1630457824493226,34.86803471999251,True,True
740,6.158831660693208,34.86775016885137,True,True
741,6.158636881009798,34.86775016885137,True,True
742,6.155051755366054,34.86745129561433,True,True
743,6.152001797982851,34.86745129561433,True,True
744,6.152001797982851,34.868703403776394,True,True
745,6.152001797982851,34.8688500475944,True,True
746,6.153710900456494,34.87221256716063,True,True
747,6.1577121827736025,34.87256025211112,True,True
748,6.182780868552257,34.87290793706161,True,True
749,6.183604275199265,34.87488350787365,True,True
750,6.202311995580025,34.87685907868568,True,True
751,6.202378336607276,34.87685907868568,True,True
752,6.2111377794315885,34.87685907868568,True,True
753,6.19376080738112,34.87685907868568,True,True
