p,ct,sa,sigma1,alpha_smooth,beta_smooth,turner_ang,density_ratio,mixed_layer_final_mask,mixed_layer_temp_mask,mixed_layer_sal_mask,mixed_layer_sigma_mask,mixed_layer_mask,gradient_layer_final_mask,mixed_layer_step1_mask,grad_layer_step2_mask,grad_layer_step3_mask,grad_layer_step4_mask,mixed_layer_salt_finger_mask,gradient_layer_salt_finger_mask,mixed_layer_diffusive_convective_mask,gradient_layer_diffusive_convective_mask
895.0,13.061114,38.75481,33.49964356033979,0.00022005913910765317,0.0007358673573196872,131.8778588481867,0.05454564167096157,False,False,False,False,False,True,False,True,True,True,False,True,True,True
896.0,13.061063,38.75481,33.49965536225568,0.00022006950868077218,0.0007358590196560628,129.42767143303482,0.09756327957791888,False,False,False,False,False,True,False,True,True,True,False,True,True,True
897.0,13.06101,38.75481,33.49966738270177,0.00022007988079411492,0.0007358506817085407,127.77314174630433,0.12680565271610866,False,False,False,False,False,True,False,True,True,True,False,True,True,True
898.0,13.060958,38.75481,33.499679403123764,0.00022009025544718122,0.000735842343477159,126.55428487685344,0.14848252649541127,False,False,False,False,False,True,False,True,True,True,False,True,True,True
899.0,13.060905,38.754814,33.49969432065109,0.0002201006326394711,0.0007358340049619694,125.6183162756445,0.1652205032512787,False,False,False,False,False,True,False,True,True,True,False,True,True,True
900.0,13.060854,38.754814,33.4997061224733,0.00022011101237048424,0.0007358256661630145,124.9036889401589,0.17806070391751774,False,False,False,False,False,True,False,True,True,True,False,True,True,True
901.0,13.0608015,38.754814,33.499718142823895,0.00022012139468063137,0.0007358173270703745,123.83893989828623,0.19729915186729516,False,False,False,False,False,True,False,True,True,True,False,True,True,True
902.0,13.060749,38.754814,33.499730163150616,0.0002201317795284964,0.0007358089876940685,122.26423899805518,0.22601567114352336,False,False,False,False,False,True,False,True,True,True,False,True,True,True
903.0,13.060697,38.754814,33.49974218345301,0.00022014216691357974,0.0007358006480341421,120.63907109771165,0.25602961347078423,False,False,False,False,False,True,False,True,True,True,False,True,True,True
904.0,13.060644,38.754814,33.4997542037313,0.00022015255683538159,0.0007357923080906422,119.07384443834344,0.2853511004387057,False,False,False,False,False,True,False,True,True,True,False,True,True,True
905.0,13.060602,38.754818,33.49976671706895,0.0002201629493343015,0.0007357839678536433,117.53826076986415,0.31456478103211805,False,False,False,False,False,True,False,True,True,True,False,True,True,True
906.0,13.060647,38.754818,33.49975644521214,0.0002201733443689347,0.0007357756273331714,115.99224057191807,0.34447910441927354,False,False,False,False,False,True,False,True,True,True,False,True,True,True
907.0,13.060692,38.754818,33.499746173337826,0.00022018373874891335,0.0007357672873069941,114.47415800902755,0.3743988431209402,False,False,False,False,False,True,False,True,True,True,False,True,True,True
908.0,13.060736,38.754818,33.499736119997124,0.00022019413108392285,0.000735758948114066,112.99244645629337,0.404179588458492,False,False,False,False,False,True,False,True,True,True,False,True,True,True
909.0,13.060781,38.754818,33.49972584808802,0.00022020452137426504,0.000735750609754328,111.54080985707661,0.4339657082954398,False,False,False,False,False,True,False,True,True,True,False,True,True,True
910.0,13.060825,38.754818,33.49971557616118,0.00022021490962024262,0.0007357422722277169,110.16229761389637,0.46286363574366984,False,False,False,False,False,True,False,True,True,True,False,True,True,True
911.0,13.06087,38.754818,33.49970530421706,0.00022022529578228,0.0007357339355417555,108.9327386874965,0.48918661152403353,False,False,False,False,False,True,False,True,True,True,False,True,True,True
912.0,13.060915,38.754818,33.499695032255204,0.0002202356799005596,0.0007357255996887978,107.69313079519794,0.5162903258324208,False,False,False,False,False,True,False,True,True,True,False,True,True,True
913.0,13.06096,38.754818,33.49968476027584,0.00022024606197538322,0.0007357172646687667,106.23169467140589,0.5490345081589028,False,False,False,False,False,True,False,True,True,True,False,True,True,True
914.0,13.061005,38.754818,33.49967448827874,0.00022025644204793236,0.0007357089304716317,104.34985257511823,0.5925803173154078,False,False,False,False,False,True,False,True,True,True,False,True,True,True
915.0,13.0610485,38.754818,33.49966443481799,0.0002202668200776256,0.0007357005971073035,101.8754160502147,0.6525033799140411,False,False,False,False,False,True,False,True,True,True,False,True,True,True
916.0,13.060995,38.754818,33.499676673811564,0.0002202771960647642,0.0007356922645757138,98.5152998571533,0.7395479119514512,False,False,False,False,False,True,False,True,True,True,False,True,True,True
917.0,13.060943,38.754818,33.499688694227416,0.00022028756988803786,0.0007356839329043229,93.66791960528451,0.8795140002638919,False,False,False,False,False,True,False,True,True,True,False,True,True,True
918.0,13.060889,38.754818,33.49970093317165,0.0002202979415876343,0.0007356756020854724,86.23240432854392,1.1409881154301045,False,False,False,False,False,True,False,True,True,True,False,True,True,True
919.0,13.060836,38.754818,33.49971317209088,0.00022030831116387058,0.000735667272119099,74.05244791807044,1.8001595724304842,False,False,False,False,False,True,False,True,True,True,False,True,True,True
920.0,13.060782,38.754818,33.49972541098509,0.00022031867861706258,0.0007356589430051287,55.050261092092605,5.642334144241932,False,False,False,False,False,True,False,True,True,True,False,True,True,True
921.0,13.060729,38.754818,33.499737649854296,0.00022032904394752662,0.0007356506147435045,64.81530834316541,2.7752800716071904,False,False,False,False,False,True,False,True,True,True,False,True,True,True
922.0,13.060676,38.754818,33.499749888698716,0.0002203394071555792,0.0007356422873341546,76.02957777477546,1.6623350570311168,False,False,False,False,False,True,False,True,True,True,False,True,True,True
923.0,13.060622,38.754818,33.499762127518125,0.00022034976820167502,0.0007356339607846034,79.50250517346245,1.4548727488721496,False,False,False,False,False,True,False,True,True,True,False,True,True,True
924.0,13.060569,38.754818,33.499774366312295,0.00022036012712599336,0.0007356256350871949,81.17177224150709,1.367740086893504,False,False,False,False,False,True,False,True,True,True,False,True,True,True
925.0,13.060515,38.754818,33.49978660508191,0.00022037048392885224,0.0007356173102418636,82.09220923631737,1.322610781794,False,False,False,False,False,True,False,True,True,True,False,True,True,True
926.0,13.060462,38.754818,33.499798843826284,0.0002203808531633828,0.0007356089827648386,82.65645690850134,1.295883004783876,False,False,False,False,False,True,False,True,True,True,False,True,True,True
927.0,13.060409,38.754818,33.499811082545875,0.0002203912565139587,0.0007356006474623617,83.0829935674476,1.2761271665662077,False,False,False,False,False,True,False,True,True,True,False,True,True,True
928.0,13.060355,38.754818,33.499823321240456,0.00022040169405546545,0.0007355923043177291,83.39848456414101,1.2617545534831431,False,False,False,False,False,True,False,True,True,True,False,True,True,True
929.0,13.060302,38.754818,33.4998355599098,0.00022041216574122672,0.000735583953341754,83.63986501444046,1.2508923309720974,False,False,False,False,False,True,False,True,True,True,False,True,True,True
930.0,13.060248,38.754818,33.49984779855458,0.00022042267156639615,0.00073557559453292,83.81986576566432,1.24286646903039,False,False,False,False,False,True,False,True,True,True,False,True,True,True
931.0,13.060195,38.754818,33.49986003717413,0.00022043321152414035,0.0007355672278944455,84.21893531044248,1.2252941509377915,False,False,False,False,False,True,False,True,True,True,False,True,True,True
932.0,13.060142,38.754818,33.499872275768666,0.00022044378560959492,0.0007355588534248295,84.75343120330888,1.202222859080428,False,False,False,False,False,True,False,True,True,True,False,True,True,True
933.0,13.060088,38.754818,33.499884514338646,0.0002204543938159123,0.00073555047112729,85.17056265013957,1.1845741692194782,False,False,False,False,False,True,False,True,True,True,False,True,True,True
934.0,13.060035,38.754818,33.49989675288316,0.00022046503617805712,0.000735542080992745,85.49322240569026,1.1711300605554689,False,False,False,False,False,True,False,True,True,True,False,True,True,True
935.0,13.059981,38.754818,33.49990899140289,0.0002204757126094718,0.0007355336830395955,85.75668924441092,1.1602831681421066,False,False,False,False,False,True,False,True,True,True,False,True,True,True
936.0,13.060009,38.754818,33.49990265360111,0.00022048643297246955,0.0007355252748866401,85.98561705131428,1.1509518051812349,False,False,False,False,False,True,False,True,True,True,False,True,True,True
937.0,13.060058,38.754818,33.49989150779561,0.00022049728526328923,0.0007355168352678231,86.17060753230282,1.143473857308501,False,False,False,False,False,True,False,True,True,True,False,True,True,True
938.0,13.060106,38.754818,33.49988036196942,0.00022050826941802653,0.0007355083641965182,86.32908503645463,1.1371114349365035,False,False,False,False,False,True,False,True,True,True,False,True,True,True
939.0,13.060154,38.754818,33.49986943466865,0.00022051938545430614,0.0007354998616661959,86.47377263938519,1.1313374903423281,False,False,False,False,False,True,False,True,True,True,False,True,True,True
940.0,13.060203,38.754818,33.49985828880153,0.0002205306333488073,0.0007354913276803471,86.60070471016711,1.1262992047667741,False,False,False,False,False,True,False,True,True,True,False,True,True,True
941.0,13.060251,38.754818,33.499847142913495,0.00022054201307711286,0.0007354827622448559,86.57424273678504,1.1273474766397524,False,False,False,False,False,True,False,True,True,True,False,True,True,True
942.0,13.060299,38.754818,33.49983621555225,0.00022055352461664295,0.0007354741653609105,86.41992536596409,1.1334824725240606,False,False,False,False,False,True,False,True,True,True,False,True,True,True
943.0,13.060348,38.754818,33.499825069623284,0.00022056516790290928,0.0007354655370420565,86.2830564299109,1.1389552208715312,False,False,False,False,False,True,False,True,True,True,False,True,True,True
944.0,13.060395,38.754818,33.499814142221794,0.0002205769429529298,0.0007354568772819615,86.16118351770348,1.143853471841443,False,False,False,False,False,True,False,True,True,True,False,True,True,True
945.0,13.060444,38.754818,33.499802996251674,0.00022058884974181537,0.0007354481860866692,86.05166781706976,1.1482754445936783,False,False,False,False,False,True,False,True,True,True,False,True,True,True
946.0,13.05933,38.754543,33.49984966130501,0.00022060089989824142,0.0007354394606524469,85.95271234365838,1.1522877473789936,False,False,False,False,False,True,False,True,True,True,False,True,True,True
947.0,13.058086,38.75424,33.49990285670356,0.0002206131984542609,0.0007354306757010419,85.8628536385269,1.1559450672895013,False,False,False,False,False,True,False,True,True,True,False,True,True,True
948.0,13.056843,38.753933,33.499956036818276,0.00022062574528338883,0.0007354218312571889,85.78088783925877,1.15929272315302,False,False,False,False,False,True,False,True,True,True,False,True,True,True
949.0,13.0556,38.753628,33.50000898314329,0.0002206385404199713,0.0007354129273106773,85.70581558117885,1.162368589099044,False,False,False,False,False,True,False,True,True,True,False,True,True,True
950.0,13.054357,38.753326,33.500065029886855,0.00022065158381729774,0.0007354039638689642,85.64268644136637,1.1649623815089358,False,False,False,False,False,True,False,True,True,True,False,True,True,True
951.0,13.053113,38.75302,33.500118164169635,0.00022066487538841464,0.0007353949409472261,85.61552728936113,1.166080321222256,False,False,False,False,False,True,False,True,True,True,False,True,True,True
952.0,13.05187,38.752716,33.50017106469454,0.00022067841512558956,0.0007353858585455967,85.61500280380561,1.166101922542728,False,False,False,False,False,True,False,True,True,True,False,True,True,True
953.0,13.050627,38.75241,33.50022416841762,0.0002206922029002426,0.0007353767166894588,85.61042581256076,1.16629044884258,False,False,False,False,False,True,False,True,True,True,False,True,True,True
954.0,13.049383,38.752106,33.50027725685413,0.00022070623874458095,0.0007353675153692498,85.60616702899267,1.1664658997192867,False,False,False,False,False,True,False,True,True,True,False,True,True,True
955.0,13.048141,38.751804,33.50033300880568,0.00022072052252918687,0.0007353582546106216,85.60595220384378,1.16647475076627,False,False,False,False,False,True,False,True,True,True,False,True,True,True
956.0,13.046418,38.7513,33.50034505934309,0.000220735031484213,0.000735348939897251,85.60547630515696,1.166494358623601,False,False,False,False,False,True,False,True,True,True,False,True,True,True
957.0,13.044697,38.750797,33.50035686151341,0.00022074956024803398,0.0007353396206939244,85.60499828034823,1.1665140544633796,False,False,False,False,False,True,False,True,True,True,False,True,True,True
958.0,13.042974,38.750294,33.50036885214763,0.00022076410881653743,0.0007353302970013075,85.60451839448244,1.166533827369069,False,False,False,False,False,True,False,True,True,True,False,True,True,True
959.0,13.041253,38.749794,33.50038349174406,0.00022077867714484227,0.000735320968830027,85.60428605183935,1.1665434008033273,False,False,False,False,False,True,False,True,True,True,False,True,True,True
960.0,13.039531,38.74929,33.50039542248555,0.000220793265269603,0.0007353116361708094,85.62844091038141,1.165548609724912,False,False,False,False,False,True,False,True,True,True,False,True,True,True
961.0,13.037809,38.748787,33.500407104917485,0.00022080787322650247,0.0007353022990167532,85.70843125135335,1.1622612622100903,False,False,False,False,False,True,False,True,True,True,False,True,True,True
962.0,13.036087,38.748287,33.50042187309282,0.000220822500971612,0.0007352929573761009,85.81736470112776,1.1578015619155464,False,False,False,False,False,True,False,True,True,True,False,True,True,True
963.0,13.034366,38.747784,33.50043349565635,0.00022083714850080574,0.0007352836112495408,85.91930627655663,1.1536458549048736,False,False,False,False,False,True,False,True,True,True,False,True,True,True
964.0,13.032643,38.74728,33.500445306584425,0.00022085181580995569,0.0007352742606377418,86.01994791232825,1.149559841922807,False,False,False,False,False,True,False,True,True,True,False,True,True,True
965.0,13.030922,38.746777,33.50045686926046,0.00022086650289493214,0.0007352649055413865,86.11907895603292,1.1455512581104517,False,False,False,False,False,True,False,True,True,True,False,True,True,True
966.0,13.028785,38.74627,33.50056066904676,0.00022088120747452752,0.0007352555465063832,86.1534186977569,1.1441663586818105,False,False,False,False,False,True,False,True,True,True,False,True,True,True
967.0,13.026648,38.74576,33.500664423832404,0.00022089590897317473,0.0007352461884553731,86.12799665613532,1.1451914303433741,False,False,False,False,False,True,False,True,True,True,False,True,True,True
968.0,13.02451,38.745255,33.50076813361511,0.0002209106073912838,0.0007352368313882511,86.10259943123843,1.1462165420621697,False,False,False,False,False,True,False,True,True,True,False,True,True,True
969.0,13.022373,38.744747,33.50087179839261,0.00022092530272926615,0.0007352274753049129,86.07722700008763,1.1472416937040424,False,False,False,False,False,True,False,True,True,True,False,True,True,True
970.0,13.020236,38.74424,33.50097541816376,0.0002209399949875326,0.0007352181202052544,86.05187933834263,1.1482668851898934,False,False,False,False,False,True,False,True,True,True,False,True,True,True
971.0,13.018099,38.743732,33.50107899292561,0.00022095468416649482,0.00073520876608918,86.05461547049569,1.1481561716139534,False,False,False,False,False,True,False,True,True,True,False,True,True,True
972.0,13.015962,38.743225,33.50118252267657,0.00022096937026656326,0.0007351994129565782,86.09001354985186,1.1467249338281893,False,False,False,False,False,True,False,True,True,True,False,True,True,True
973.0,13.013824,38.742718,33.501286007414365,0.0002209840533288764,0.000735190060797399,86.13048670926725,1.145090980007969,False,False,False,False,False,True,False,True,True,True,False,True,True,True
974.0,13.011687,38.74221,33.5013894471374,0.00022099873335289184,0.0007351807096139292,86.17259344009146,1.143393879950395,False,False,False,False,False,True,False,True,True,True,False,True,True,True
975.0,13.009719,38.74174,33.50148321473398,0.00022101341029923623,0.0007351713594136184,86.22073772121246,1.14145692947795,False,False,False,False,False,True,False,True,True,True,False,True,True,True
976.0,13.009267,38.74164,33.50150835672798,0.0002210280841683212,0.0007351620101963786,86.27150475112192,1.1394184806711618,False,False,False,False,False,True,False,True,True,True,False,True,True,True
977.0,13.008815,38.741535,33.50153349671655,0.0002210427557532146,0.0007351526618179048,86.3203212480085,1.1374622296981851,False,False,False,False,False,True,False,True,True,True,False,True,True,True
978.0,13.008363,38.741436,33.50156153228704,0.00022105742509211527,0.0007351433142753347,86.37165378193598,1.1354092378319907,False,False,False,False,False,True,False,True,True,True,False,True,True,True
979.0,13.007912,38.741333,33.50158645018951,0.00022107209222604332,0.0007351339675586405,86.42599473360453,1.1332404735426775,False,False,False,False,False,True,False,True,True,True,False,True,True,True
980.0,13.00746,38.74123,33.50161158417063,0.0002210867571155299,0.0007351246216753253,86.48752559806778,1.1307903785671025,False,False,False,False,False,True,False,True,True,True,False,True,True,True
981.0,13.007008,38.741127,33.50163671614655,0.00022110141980064842,0.0007351152766177535,86.46539347395858,1.1316709708581774,False,False,False,False,False,True,False,True,True,True,False,True,True,True
982.0,13.006556,38.741024,33.50166184611726,0.00022111608024099675,0.0007351059323957921,86.34522868743467,1.1364655601713582,False,False,False,False,False,True,False,True,True,True,False,True,True,True
983.0,13.0061035,38.74092,33.50168697408276,0.00022113073847758336,0.0007350965889994284,86.21432158462459,1.1417148501060659,False,False,False,False,False,True,False,True,True,True,False,True,True,True
984.0,13.005652,38.740818,33.50171188198283,0.0002211453945107085,0.0007350872464285972,86.07655261349383,1.1472689559338558,False,False,False,False,False,True,False,True,True,True,False,True,True,True
985.0,13.00525,38.740704,33.501716974176134,0.00022116004834067313,0.000735077904683234,85.92527338657418,1.153403130945006,False,False,False,False,False,True,False,True,True,True,False,True,True,True
986.0,13.004965,38.740566,33.50167785848589,0.00022117469992801911,0.0007350685637708209,85.75239942782207,1.1604588510087817,False,False,False,False,False,True,False,True,True,True,False,True,True,True
987.0,13.004679,38.740425,33.501636062336274,0.00022118935327977913,0.0007350592227620351,85.56699432674674,1.168081142148847,False,False,False,False,False,True,False,True,True,True,False,True,True,True
988.0,13.004394,38.740288,33.501596944857965,0.0002212040094079873,0.0007350498814203676,85.36022430963386,1.1766500378336502,False,False,False,False,False,True,False,True,True,True,False,True,True,True
989.0,13.004107,38.740147,33.50155514690937,0.00022121866831199472,0.000735040539745928,85.12099563725688,1.1866553428261182,False,False,False,False,False,True,False,True,True,True,False,True,True,True
990.0,13.003822,38.74001,33.501516027642765,0.00022123332995047286,0.0007350311977487576,84.85050019749791,1.1980884459753698,False,False,False,False,False,True,False,True,True,True,False,True,True,True
991.0,13.003822,38.74001,33.501516027642765,0.00022124799436345932,0.0007350218554190212,84.75733143647511,1.2020564137498295,False,False,False,False,False,True,False,True,True,True,False,True,True,True
992.0,13.003822,38.74001,33.501516027642765,0.0002212626615503055,0.0007350125127568201,84.88431550812503,1.1966521069502618,False,False,False,False,False,True,False,True,True,True,False,True,True,True
993.0,13.003822,38.74001,33.501516027642765,0.00022127733151036238,0.0007350031697622667,85.03594262427646,1.1902364456259373,False,False,False,False,False,True,False,True,True,True,False,True,True,True
994.0,13.003822,38.74001,33.501516027642765,0.00022129200420231262,0.0007349938264453889,85.220056620837,1.1825003141753438,False,False,False,False,False,True,False,True,True,True,False,True,True,True
995.0,13.003822,38.74001,33.501516027642765,0.00022130667966618208,0.0007349844827963649,85.44821477800453,1.1729946996241098,False,False,False,False,False,True,False,True,True,True,False,True,True,True
996.0,13.003822,38.74001,33.501516027642765,0.00022132135782276802,0.0007349751388280253,85.73817882065379,1.1610414526035844,False,False,False,False,False,True,False,True,True,True,False,True,True,True
997.0,13.003822,38.74001,33.501516027642765,0.0002213360378803731,0.0007349657946820708,86.11871988113232,1.1455657494122293,False,False,False,False,False,True,False,True,True,True,False,True,True,True
998.0,13.003822,38.74001,33.501516027642765,0.00022135071987911472,0.0007349564503486381,86.63970110119887,1.1247563771822378,False,False,False,False,False,True,False,True,True,True,False,True,True,True
999.0,13.003822,38.74001,33.501516027642765,0.00022136540381844237,0.0007349471058278032,87.39570177369373,1.0953047422374964,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1000.0,13.003822,38.74001,33.501516027642765,0.0002213800896580746,0.0007349377611271881,88.5161872874442,1.053184054582163,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1001.0,13.003822,38.74001,33.501516027642765,0.0002213947773965472,0.0007349284162492348,89.55060364018368,1.0158112310243719,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1002.0,13.003822,38.74001,33.501516027642765,0.00022140946707396582,0.000734919071184087,90.11594408000107,0.9959609560316832,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1003.0,13.003822,38.74001,33.501516027642765,0.00022142415868978065,0.000734909725931819,90.81158663203517,0.9720641215809253,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1004.0,13.003822,38.74001,33.501516027642765,0.00022143885224344158,0.0007349003804924992,91.62758159331892,0.9447415289818318,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1005.0,13.003822,38.74001,33.501516027642765,0.00022145354773439924,0.0007348910348661989,92.55914637650616,0.9144338859314387,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1006.0,13.003822,38.74001,33.501516027642765,0.00022146824467538786,0.0007348816891697757,93.6960501715425,0.8786436169347213,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1007.0,13.003822,38.74001,33.501516027642765,0.0002214829394080634,0.000734872344299342,95.10719797637842,0.8359163481431743,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1008.0,13.003822,38.74001,33.501516027642765,0.00022149763193272687,0.0007348630002548185,96.90261082628298,0.7840265777191444,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1009.0,13.003822,38.74001,33.501516027642765,0.00022151232229030714,0.0007348536570262225,99.25177665422848,0.719849910989025,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1010.0,13.003822,38.74001,33.501516027642765,0.00022152701044047236,0.0007348443146234099,101.8561887351329,0.6529819414188808,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1011.0,13.003822,38.74001,33.501516027642765,0.00022154169638352413,0.0007348349730463046,103.24762832657925,0.6188760227883938,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1012.0,13.003822,38.74001,33.501516027642765,0.00022155638011976342,0.0007348256322948434,103.23549555530593,0.6191689224353399,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1013.0,13.003822,38.74001,33.501516027642765,0.00022157106164949204,0.0007348162923689539,103.21548961708575,0.6196520575602733,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1014.0,13.003822,38.74001,33.501516027642765,0.00022158574097301062,0.0007348069532685704,103.17182293050861,0.6207073166357696,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1015.0,13.003822,38.74001,33.501516027642765,0.00022160041809062033,0.0007347976149936199,102.96108559957351,0.6258141329405742,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1016.0,13.003822,38.74001,33.501516027642765,0.00022161509304322998,0.0007347882775341075,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1017.0,13.003822,38.74001,33.501516027642765,0.00022162976997287275,0.000734778939877603,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1018.0,13.003822,38.74001,33.501516027642765,0.00022164444883838777,0.0007347696020340961,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1019.0,13.003822,38.74001,33.501516027642765,0.00022165912967982525,0.0007347602639937356,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1020.0,13.003822,38.74001,33.501516027642765,0.00022167381249662787,0.0007347509257565986,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1021.0,13.003822,38.74001,33.501516027642765,0.0002216884972882381,0.0007347415873227541,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1022.0,13.003822,38.74001,33.501516027642765,0.00022170318405409736,0.0007347322486922774,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1023.0,13.003822,38.74001,33.501516027642765,0.00022171787279364884,0.0007347229098652382,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1024.0,13.003822,38.74001,33.501516027642765,0.00022173256350633462,0.0007347135708417083,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1025.0,13.003822,38.74001,33.501516027642765,0.00022174725619159656,0.000734704231621773,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1026.0,13.003822,38.74001,33.501516027642765,0.00022176195084887742,0.0007346948922054857,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1027.0,13.003822,38.74001,33.501516027642765,0.00022177664747761964,0.0007346855525929307,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1028.0,13.003822,38.74001,33.501516027642765,0.00022179134607726547,0.000734676212784181,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1029.0,13.003822,38.74001,33.501516027642765,0.00022180604664725687,0.000734666872779312,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1030.0,13.003822,38.74001,33.501516027642765,0.00022182074918703656,0.0007346575325783848,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1031.0,13.003822,38.74001,33.501516027642765,0.00022183545369604637,0.0007346481921814791,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1032.0,13.003822,38.74001,33.501516027642765,0.00022185016017372915,0.000734638851588673,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1033.0,13.003822,38.74001,33.501516027642765,0.00022186486861952735,0.0007346295108000332,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1034.0,13.003822,38.74001,33.501516027642765,0.0002218795790328827,0.0007346201698156332,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1035.0,13.003822,38.74001,33.501516027642765,0.00022189429141323774,0.0007346108286355463,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1036.0,13.003822,38.74001,33.501516027642765,0.00022190900576003533,0.0007346014872598503,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1037.0,13.003822,38.74001,33.501516027642765,0.00022192371862599528,0.0007345921465314641,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1038.0,13.003822,38.74001,33.501516027642765,0.00022193842911923854,0.0007345828066684967,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1039.0,13.003822,38.74001,33.501516027642765,0.00022195313724010044,0.0007345734676708635,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1040.0,13.003822,38.74001,33.501516027642765,0.00022196784302945763,0.0007345641295285785,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1041.0,13.003822,38.74001,33.501516027642765,0.00022198254644709842,0.0007345547922514841,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1042.0,13.003822,38.74001,33.501516027642765,0.00022199724749335777,0.0007345454558395072,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1043.0,13.003822,38.74001,33.501516027642765,0.0002220119462091046,0.0007345361202826522,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1044.0,13.003822,38.74001,33.501516027642765,0.0002220266425541352,0.0007345267855907703,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1045.0,13.003822,38.74001,33.501516027642765,0.00022204133656931267,0.0007345174517538573,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1046.0,13.003822,38.74001,33.501516027642765,0.00022205602821443848,0.0007345081187817663,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1047.0,13.003822,38.74001,33.501516027642765,0.00022207076974046477,0.000734498774050312,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1048.0,13.003822,38.74001,33.501516027642765,0.00022208556696488854,0.0007344894161530941,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1049.0,13.003822,38.74001,33.501516027642765,0.00022210041987626245,0.0007344800450920584,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1050.0,13.003822,38.74001,33.501516027642765,0.0002221153284226057,0.0007344706608790534,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1051.0,13.003822,38.74001,33.501516027642765,0.00022213029259331025,0.0007344612635136301,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1052.0,13.003822,38.74001,33.501516027642765,0.00022214531241650844,0.0007344518529902279,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1053.0,13.003822,38.74001,33.501516027642765,0.00022216038784016325,0.0007344424293207028,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1054.0,13.003822,38.74001,33.501516027642765,0.0002221755188932345,0.000734432992497124,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1055.0,13.003822,38.74001,33.501516027642765,0.00022219070556414854,0.0007344235425214566,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1056.0,13.003822,38.74001,33.501516027642765,0.00022220594776118621,0.0007344140794131226,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1057.0,13.003822,38.74001,33.501516027642765,0.00022222126794130474,0.0007344045977922341,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
1058.0,13.003822,38.74001,33.501516027642765,0.00022223666604779784,0.0007343950976715191,0.0,,False,False,False,False,False,True,False,True,True,True,False,True,True,True
